,beer/beerId,beer/brewerId,beer/name,beer/style,beer_ratingcount,beer_average,beer_stdv
46,1537,574,Swan MID,Light Lager,1,1.0,
47,1538,574,EMU Draft Midstrength,Light Lager,1,3.0,
48,1539,574,EMU Export,Dortmunder / Export Lager,4,1.875,1.1086778913041726
49,1542,576,Lezajsk 1525 Legendary Premium Lager,Euro Pale Lager,59,2.9915254237288136,0.7100966752038722
50,1546,564,Anglers Ale,American Pale Ale (APA),1,3.0,
51,1549,394,Stoudt's Abbey Double Ale,Dubbel,35,3.7857142857142856,0.5851811469877652
52,1550,394,Stoudts American Pale Ale,American Pale Ale (APA),296,3.9324324324324325,0.5768078393665796
53,1554,568,Okocim Mocne,Euro Strong Lager,72,2.9930555555555554,0.8243352232255945
54,1557,577,Black Cuillin,Scottish Ale,21,3.8333333333333335,0.639009650422694
55,1589,395,Professor Gesser's Mind Numbing Ale,American IPA,23,3.4782608695652173,0.99405346560943
56,1598,60,Old Slugger,American Pale Ale (APA),71,3.5774647887323945,0.6304640429530781
57,1599,60,Back Yard India Pale Ale,English India Pale Ale (IPA),81,3.4074074074074074,0.7587453093393361
58,1620,394,Stoudt's Abbey Triple (750ml Release),Tripel,45,4.133333333333334,0.46952587304060855
59,1621,394,Stoudt's Weizen,Hefeweizen,65,3.9846153846153847,0.6371888380885333
60,1622,394,Stoudt's Scarlet Lady ESB,Extra Special / Strong Bitter (ESB),272,3.761029411764706,0.5449090508245404
61,1681,395,ESB,Extra Special / Strong Bitter (ESB),2,3.25,1.0606601717798212
62,1791,60,Pride Of Milford Special Ale,English Strong Ale,83,3.7228915662650603,0.6591430691888618
63,1825,394,Stoudt's Anniversary Beer,Doppelbock,11,3.772727272727273,0.41009976613236226
64,2106,394,Stoudt's Gold Lager,Munich Helles Lager,179,4.153631284916201,0.5782827137251156
65,2324,394,Stoudt's Fat Dog Stout,American Stout,52,3.951923076923077,0.5073925597139678
66,2572,807,Batemans XXXB,Extra Special / Strong Bitter (ESB),77,3.9545454545454546,0.5011947448335863
67,2599,14,Tripel Threat,Tripel,28,4.214285714285714,0.3708990935094581
68,2718,860,Vermont Smoked Porter,American Porter,23,3.739130434782609,0.7209457995229619
69,2719,860,Bombay Grab IPA,American IPA,20,3.775,0.5250313273861307
70,2725,850,Swamp Fox IPA,American IPA,32,3.734375,0.4749257157533919
71,2726,850,Claire De Lune,KÃ¶lsch,6,3.5833333333333335,0.664580067912563
72,2740,860,Forbidden Fruit,Fruit / Vegetable Beer,22,3.5681818181818183,0.791253594672562
73,2776,850,Hefe-Weizen,Hefeweizen,4,4.125,0.25
74,2780,850,The Captain's Porter,American Porter,20,4.0,0.4588314677411237
75,2784,765,Trafalgar Abbey Belgian Spice Ale,Belgian Dark Ale,15,2.7666666666666666,0.8632717389316616
76,2788,14,Abbey Normal,Dubbel,4,3.875,0.24999999999999994
77,3003,395,Bearded Pat's Barleywine,American Barleywine,61,3.6639344262295084,0.5825326276656805
78,3274,1075,Caldera Pilsener Bier,German Pilsener,2,3.75,1.0606601717798212
79,3326,1068,Gilde Pilsener,German Pilsener,12,3.9583333333333335,0.7525210155124432
80,3365,395,Hell For Certain,Belgian Dark Ale,50,3.62,0.6743099269260545
81,3386,163,Amstel Bright,Euro Pale Lager,11,3.5454545454545454,1.0357254813546264
82,3517,394,Stoudt's India Pale Ale,American IPA,35,4.2,0.4405878426135057
83,3537,14,Pale Mild,English Pale Mild Ale,2,4.25,0.3535533905932738
84,3606,1315,Weltenburger Kloster Asam-Bock,Doppelbock,209,4.083732057416268,0.5687566102541283
85,3619,394,Stoudt's Holiday Reserve,Doppelbock,9,3.888888888888889,0.3333333333333333
86,3804,1413,Latter Days Stout,Irish Dry Stout,7,3.7142857142857144,0.5669467095138407
87,3806,1413,Pub Pils,Czech Pilsener,4,2.375,1.6520189667999174
88,3810,1413,Utah Pale Ale,American Pale Ale (APA),8,3.75,0.4629100498862757
89,3816,1289,Extra Special Bitter,Extra Special / Strong Bitter (ESB),5,3.3,1.0954451150103321
90,3824,1417,Monty Python's Holy Grail Ale,English Pale Ale,429,3.5442890442890445,0.6990623027842974
91,3825,1463,Harboe BjÃ¸rnebryg (Bear Beer),Euro Pale Lager,11,3.1363636363636362,0.5518563713009524
92,3939,1417,Riggwelter Yorkshire Ale,English Brown Ale,178,3.8735955056179776,0.5008800101945128
93,4014,1315,Weltenburger Hefe-Weissbier Hell,Hefeweizen,66,3.787878787878788,0.5193235693640045
94,4073,1199,Founders Pale Ale,American Pale Ale (APA),457,3.852297592997812,0.561522225285702
95,4110,14,Vienna Gold,KÃ¶lsch,12,4.25,0.3988620176087329
96,4370,1386,Pinnacle Peak Pale Ale,American Pale Ale (APA),8,3.625,0.9161253813129043
97,4371,1386,Brown's Point ESB,Extra Special / Strong Bitter (ESB),12,3.9583333333333335,0.6894771844512245
98,4372,1386,Puget Sound Porter,American Porter,15,4.0,0.6546536707079772
99,4373,1386,Point Defiance IPA,American IPA,29,3.9655172413793105,0.5333692516640701
100,4374,1386,Rajah's Royal IPA,American Double / Imperial IPA,11,3.772727272727273,0.6842381297339531
101,4570,14,"CBC E.S.B. ""dank Nugs""",Extra Special / Strong Bitter (ESB),2,3.75,0.3535533905932738
102,4786,1315,Weltenburger Kloster Barock-Hell,Munich Helles Lager,46,4.076086956521739,0.5160468465421395
103,4824,1068,Gilde Ratskeller Premium Pils,German Pilsener,3,4.0,0.5
104,4872,1068,Gilde Lindener Spezial Premium Beer,German Pilsener,5,3.5,0.6123724356957945
105,4904,1417,Black Sheep Ale (Special),English Pale Ale,252,3.871031746031746,0.6576504470780512
106,4920,1315,Weltenburger Kloster Barock Dunkel,Munich Dunkel Lager,70,3.857142857142857,0.6975259443663605
107,5008,1417,Black Sheep Best Bitter,English Bitter,9,4.0,0.4330127018922195
108,5009,1417,Yorkshire Square Ale,English Pale Ale,6,3.75,0.5244044240850757
109,5181,1487,Club Premium Lager,American Adjunct Lager,3,3.1666666666666665,0.7637626158259734
110,5182,1917,REDD'S,Fruit / Vegetable Beer,1,3.5,
111,5256,14,Wolf's Irish Pub Draft,Irish Red Ale,2,4.0,0.0
112,5360,1497,IPA,American IPA,3,4.166666666666667,0.28867513459481275
113,5411,394,Stoudts Pils,German Pilsener,263,4.093155893536122,0.5761403581122125
114,5441,1199,Founders Centennial IPA,American IPA,1063,4.1481655691439325,0.4566045184935134
115,5481,2100,Estrella Galicia,American Adjunct Lager,54,2.990740740740741,0.8154796061951495
116,5487,2098,Terminal Gravity IPA,American IPA,103,3.7524271844660193,0.5976825605414036
117,5537,1315,Weltenburger Kloster Anno 1050,MÃ¤rzen / Oktoberfest,40,3.875,0.5280588545286922
118,5547,971,Red Stallion,Vienna Lager,14,3.5,0.4803844614152613
119,5617,2188,Black Cobra Stout,American Stout,6,3.4166666666666665,0.8010409893798609
120,5652,1413,Krystal Weis,Kristalweizen,1,2.5,
121,5657,1413,Road Rage Rye,Rye Beer,1,3.5,
122,5658,1413,Amber Ale,American Amber / Red Ale,2,3.25,1.0606601717798212
123,5659,1413,Happy Valley Hefeweizen,Hefeweizen,3,2.5,0.0
124,5660,1413,Centennial Steam Beer,California Common / Steam Beer,2,3.0,1.4142135623730951
125,5756,14,"""The Wind Cried Mari..."" Scottish Heather Ale",Scottish Gruit / Ancient Herbed Ale,20,3.95,0.5596051239372654
126,5761,807,Bateman's Combined Harvest,English Pale Ale,48,3.46875,0.6308239293077225
127,5916,1,Gambrinus,Czech Pilsener,33,3.6818181818181817,0.6473284258466423
128,5972,395,Luna De Miel: Raspberry Meade,Braggot,20,3.725,0.5954874164563806
129,6029,2414,Cascade Amber,American Amber / Red Ale,8,3.1875,0.7039429765866796
130,6030,2414,Ironwood Dark,English Brown Ale,4,3.375,0.4787135538781691
131,6034,2414,Mai Bock,Maibock / Helles Bock,3,3.0,0.8660254037844386
132,6138,807,Batemans Marie Celeste,Hefeweizen,2,2.0,0.7071067811865476
133,6150,2446,Honest Injun Stout,American Stout,8,3.875,0.44320263021395917
134,6329,2600,Shakespeare Special Bitter,English Bitter,2,4.5,0.0
135,6331,2600,Ale To The Tsar,English Pale Ale,1,4.0,
136,6332,2600,Double Six,American Strong Ale,1,3.0,
137,6353,14,Endless Summer Pale Ale,American Pale Ale (APA),3,4.5,0.0
138,6397,2600,Wakefield Pride,English Pale Ale,1,4.5,
139,6400,2600,Empress Of India,English India Pale Ale (IPA),1,4.0,
140,6523,14,Great Pumpkin Ale,Pumpkin Ale,76,4.032894736842105,0.5792841922913109
141,6551,1254,Balashi,American Adjunct Lager,44,3.3863636363636362,0.9330098603858199
142,6723,2850,Spalter Weisse,Hefeweizen,2,2.75,1.0606601717798212
143,6761,1199,Founders Noble Lager,American Pale Lager,2,1.75,1.0606601717798212
144,6769,1315,Weltenburger Kloster Urtyp Hell,Munich Helles Lager,26,3.576923076923077,0.6883648406522187
145,6824,1454,E.S.B.,Extra Special / Strong Bitter (ESB),11,4.363636363636363,0.5045249791095131
146,6825,1454,I.P.A.,American IPA,12,3.5833333333333335,0.792961461098759
147,6968,1315,Weltenburger Hefe-Weissbier Dunkel,Dunkelweizen,27,3.611111111111111,0.6698641270570838
148,7047,1482,Champion Reserve IPA,American IPA,13,4.115384615384615,0.3625055260409921
149,7167,1315,Weltenburger Kloster Winter-Traum,MÃ¤rzen / Oktoberfest,55,3.772727272727273,0.5165607581253313
150,7324,395,Nut Brown Ale,English Brown Ale,84,3.738095238095238,0.4423117697549978
151,7348,1199,Founders Porter,American Porter,675,4.212592592592593,0.4126036655333011
152,7360,936,Crystal Bitter Ale,English Bitter,11,3.6363636363636362,0.6360388781713383
153,7425,1303,Cocker Hoop,English Pale Ale,7,3.357142857142857,0.6900655593423541
154,7448,670,Riverside Curleys Irish Style Stout,Irish Dry Stout,2,2.75,1.0606601717798212
155,7463,1199,Founders Dirty Bastard,Scotch Ale / Wee Heavy,983,3.9303153611393693,0.5286849171166175
156,7516,14,Winter I.P.A.,American IPA,6,4.166666666666667,0.2581988897471613
157,7672,3268,Unfiltered Wheat,American Pale Wheat Ale,43,3.372093023255814,0.7950218869090667
158,7673,3268,Gold,American Blonde Ale,45,3.2777777777777777,0.8087276451565166
159,7675,3268,Smoke (Smoked Porter),American Porter,268,3.800373134328358,0.587223399502671
160,7693,3282,La Binchoise Blonde Tradition,Belgian Pale Ale,47,3.9893617021276597,0.5756788214429204
161,7694,3282,La Binchoise Brune Tradition,Belgian Strong Dark Ale,55,3.7545454545454544,0.6076116516262005
162,7731,14,Bodacious Bitter,English Bitter,5,3.9,0.5477225575051662
163,7810,1068,Wilkenburger Lager,Munich Helles Lager,2,4.25,0.3535533905932738
164,7811,1068,Wilkenburger Black,Munich Dunkel Lager,2,4.25,0.3535533905932738
165,7815,453,Tamno Lasko,English Brown Ale,5,4.0,0.0
166,7816,453,Lahko Lasko,Light Lager,1,4.0,
167,7828,2916,Christmas Cheer,English Pale Ale,1,4.5,
168,7842,453,Roler,Light Lager,1,2.0,
169,7849,2310,Ichthysaur IPA,American IPA,10,3.75,0.5400617248673217
170,7956,3524,"Kaiser Pils, Feinherb",German Pilsener,1,3.0,
171,8102,1917,Lech Premium,Euro Pale Lager,11,3.1818181818181817,0.8146387933534492
172,8203,807,Rosey Nosey,Winter Warmer,37,3.5675675675675675,0.6027962867863101
173,8274,765,Trafalgar Celebration Ale,Belgian Dark Ale,17,3.6176470588235294,0.5162791082806462
174,8284,1454,Wee Alec Heavy,Scotch Ale / Wee Heavy,5,4.2,0.8366600265340756
175,8310,2916,Jolly Ploughman,English Brown Ale,6,3.0833333333333335,0.49159604012508756
176,8422,3282,La Binchoise SpÃ©ciale NoÃ«l (Reserve Special - USA),Belgian Strong Pale Ale,91,3.989010989010989,0.6190405747697267
177,8424,14,Golden Ring Abbey Ale,Belgian Pale Ale,8,4.0625,0.32043497223082784
178,8514,850,Bay Street Brown Ale,English Brown Ale,3,3.6666666666666665,0.2886751345948129
179,8555,1315,Weltenburger Pils,German Pilsener,58,3.9310344827586206,0.5416695751236539
180,8575,14,Bourbon Barrel Aged Porter,Baltic Porter,4,4.25,0.5
181,8590,765,Paddy's Irish Red,Irish Red Ale,21,2.8095238095238093,0.7980631315283034
182,8679,1199,Founders Red Eye Amber Ale,American Amber / Red Ale,6,4.166666666666667,0.2581988897471613
183,8717,850,Savannah Fest Beer,MÃ¤rzen / Oktoberfest,15,3.5,0.6546536707079773
184,8769,2724,Columbus India Pale Ale,American IPA,1,4.0,
185,8770,2724,Killer Whale Stout,American Stout,3,4.166666666666667,0.28867513459481275
186,8869,765,Winter Warmer,Winter Warmer,3,3.1666666666666665,0.7637626158259734
187,8950,2446,Firewater IPA,American IPA,32,3.6875,0.6189220598177387
188,8999,3351,Caffrey's Premium Beer,English Pale Ale,7,3.0714285714285716,0.5345224838248488
189,9117,1303,Jennings Cumberland Ale,English Pale Ale,17,3.5294117647058822,0.44967308386531335
190,9118,1303,Jennings Sneck Lifter,Extra Special / Strong Bitter (ESB),29,3.7586206896551726,0.6068167771125171
191,9200,4103,Breznak Svetly LezÃ¡k,Czech Pilsener,4,3.625,0.25
192,9238,3965,Santa Rosa Red,American Amber / Red Ale,1,3.5,
193,9239,3965,Hurricane Hefeweizen,Hefeweizen,1,3.0,
194,9240,3965,Pierpont India Pale Ale,American IPA,3,3.8333333333333335,0.5773502691896257
195,9241,3965,Chocolate Raspberry Stout,Fruit / Vegetable Beer,1,2.5,
196,9422,3965,Dublins Irish Ale,Irish Red Ale,1,3.0,
197,9511,2810,Vanilla Coffee Porter,American Porter,1,4.0,
198,9906,394,Stoudt's Blonde Double MaiBock,Maibock / Helles Bock,135,3.8,0.6584695054079869
199,10001,14,Benevolence,American Wild Ale,19,4.184210526315789,0.5058141488890701
200,10265,3351,Carling,Euro Pale Lager,30,2.4833333333333334,0.865859482640319
201,10465,4898,Village Elder,English Pale Ale,1,4.5,
202,10466,4898,Cheriton Best Bitter,English Bitter,1,4.5,
203,10478,3512,Abdijbier Ter Dolen,Belgian Pale Ale,2,3.5,0.7071067811865476
204,10479,3512,Ter Dolen Double Dark,Belgian Strong Dark Ale,2,4.25,0.3535533905932738
205,10480,3512,Ter Dolen Tripel,Tripel,5,3.6,0.6519202405202649
206,10602,4955,ColÃ³n Light,KÃ¶lsch,1,3.5,
207,10605,4955,ColÃ³n Negra,English Brown Ale,3,3.6666666666666665,0.5773502691896258
208,10645,1127,Winter Ale,Scotch Ale / Wee Heavy,1,4.0,
209,10649,1454,Wheat Beer,Witbier,4,2.875,0.24999999999999994
210,10656,5049,Gem,Extra Special / Strong Bitter (ESB),24,4.229166666666667,0.46576647131057175
211,10784,1075,Caldera IPA,American IPA,278,4.06294964028777,0.5121215915488783
212,10785,1075,Ashland Amber,American Amber / Red Ale,74,3.7567567567567566,0.5566733581674689
213,10786,1075,Dry Hop Red,American Amber / Red Ale,7,4.071428571428571,0.5345224838248488
214,10788,1075,Pilot Rock Porter,American Porter,8,4.125,0.7905694150420949
215,10789,1075,Caldera Oatmeal Stout,Oatmeal Stout,1,2.0,
216,10793,1075,Cauldron Brew,American Strong Ale,1,5.0,
217,10794,1075,Southside Strong,American Strong Ale,1,4.0,
218,11126,5095,Dark,Vienna Lager,2,2.75,0.3535533905932738
219,11263,14,Wolf's Irish Red Ale,Irish Red Ale,2,4.25,0.3535533905932738
220,11324,2310,Risky Biscuit Barleywine,American Barleywine,2,3.5,0.7071067811865476
221,11325,2310,Truckee River Red Organic Ale,American Amber / Red Ale,2,2.25,1.0606601717798212
222,11328,1417,Golden Sheep Pale Ale,Extra Special / Strong Bitter (ESB),14,3.5357142857142856,0.4986244815754374
223,11456,577,Red Cuillin,English Pale Ale,11,3.6363636363636362,0.674199862463242
224,11493,5313,Hakim Stout,Foreign / Export Stout,40,3.4125,0.6591321022413705
225,11635,2810,Bavarian Hefe-Weizen,Hefeweizen,1,3.0,
226,11641,2810,India Pale Ale,American IPA,1,3.5,
227,11642,2810,Pilsner,Czech Pilsener,1,3.0,
228,11664,2810,Praying Monk Double Abbey Ale,Dubbel,1,3.0,
229,11709,577,Hebridean Gold Porridge Oat Ale,English Bitter,9,3.7777777777777777,0.565194165260439
230,11753,5430,Zhigulovskoye,Euro Pale Lager,2,2.25,1.0606601717798212
231,11757,1199,Founders Breakfast Stout,American Double / Imperial Stout,1883,4.360594795539034,0.49981725344162903
232,11789,5430,Beer Svetloye Klassik,Euro Pale Lager,2,2.25,0.3535533905932738
233,11896,2906,Altitude Amber Ale,American Amber / Red Ale,1,4.5,
234,11897,2906,Elusive Trout Stout,Milk / Sweet Stout,4,4.375,0.6291528696058957
235,11899,14,Kaffir Lime - Lemongrass Ale,Fruit / Vegetable Beer,1,4.0,
236,11900,14,Endless Summer IPA,American IPA,6,4.083333333333333,0.4915960401250876
237,11958,1381,Sokol Klassichiskoye,Czech Pilsener,1,3.0,
238,11963,3403,Sheepshaggers Gold,English Pale Ale,8,3.625,0.44320263021395917
239,12073,5313,Harar Beer,American Adjunct Lager,19,3.5,0.6236095644623237
240,12143,1381,Sokol Ice,Euro Pale Lager,1,2.0,
241,12155,6277,Bogemia,Euro Pale Lager,7,2.5,1.0
242,12181,1199,Founders Imperial IPA,American Double / Imperial IPA,2,4.25,0.3535533905932738
243,12186,1199,Founders Weizenbier,American Pale Wheat Ale,15,3.466666666666667,0.6113996432854079
244,12197,1417,Emmerdale,Extra Special / Strong Bitter (ESB),9,3.8333333333333335,0.6614378277661477
245,12386,1075,Caldera OBF 15,American Pale Lager,1,4.0,
246,12421,936,Amber Ale,American Amber / Red Ale,7,3.357142857142857,0.6900655593423541
247,12492,6245,Mt. Angel Mad Lisas Smoked Maple Lager,Rauchbier,1,4.0,
248,12655,1303,Jennings Crag Rat,English Bitter,3,2.3333333333333335,0.5773502691896257
249,12734,807,Batemans Salem Porter,English Porter,6,3.8333333333333335,0.9309493362512627
250,12754,807,Batemans Summer Swallow,English Pale Mild Ale,7,3.142857142857143,0.8521681032463467
251,12824,2098,Bar X Stout,American Stout,2,3.5,1.4142135623730951
252,12835,2724,Deviator Doppelbock,Doppelbock,1,3.0,
253,12928,860,Beetlejuice Hefeweizen,Hefeweizen,12,3.2916666666666665,0.6894771844512245
254,12982,2098,Triple,Tripel,6,3.0,1.2247448713915892
255,12992,2916,Tom Wood Shepherds Delight,English Bitter,2,2.75,0.3535533905932738
256,13006,2464,The Cowboy Belgian Tripel,Tripel,1,4.0,
257,13009,936,Pale Ale,American Pale Ale (APA),7,4.071428571428571,0.44986770542121873
258,13020,14,Half Wit,Witbier,4,4.0,0.7071067811865475
259,13084,5049,Barnstormer,English Bitter,14,4.0,0.5547001962252291
260,13112,936,IPA,American IPA,9,3.8333333333333335,0.49999999999999994
261,13152,3282,La Binchoise BiÃ¨re Des Ours (Berenbier),Belgian Strong Pale Ale,11,3.8636363636363638,0.5954371961386479
262,13241,7091,Village Bitter,English Bitter,1,4.0,
263,13261,7104,Classic Blonde,American Blonde Ale,1,4.0,
264,13276,7088,Sternquell Bockbier,Bock,1,4.0,
265,13282,2446,King Don's Original Pumpkin Ale,Pumpkin Ale,18,4.138888888888889,0.41322104736681564
266,13289,1454,Oktoberfest,MÃ¤rzen / Oktoberfest,6,4.333333333333333,0.5163977794943221
267,13349,3268,Light,English Dark Mild Ale,1,2.5,
268,13350,3268,Pumpkin Ale,Pumpkin Ale,155,3.6806451612903226,0.6642148743034264
269,13545,1381,Amsterdam Navigator,Euro Strong Lager,3,2.3333333333333335,0.7637626158259733
270,13548,2055,Bernard Celebration Lager,Czech Pilsener,6,3.6666666666666665,0.7527726527090811
271,13583,2055,Bernard SvÃ¡te&#269;nÃ­ LeÂÃ¡k,Czech Pilsener,10,4.1,0.5163977794943223
272,13816,14,Red God IPA,American Double / Imperial IPA,21,4.0,0.8215838362577496
273,14014,568,Okocim Jasne Pelne,Light Lager,7,3.0714285714285716,0.5345224838248488
274,14241,4103,Breznak Svetle Specialni (Pale Special),Czech Pilsener,1,4.0,
275,14242,765,Portside Amber Premium Ale,American Amber / Red Ale,6,2.8333333333333335,0.816496580927726
276,14243,765,Harbour Gold Premium Pilsner,Czech Pilsener,11,2.3636363636363638,1.1421669994118437
277,14299,807,Dark Lord,English Porter,19,3.5526315789473686,0.5984873720496733
278,14300,807,Yella Belly Organic Ale,English Pale Ale,1,1.5,
279,14301,807,Dark Mild,English Dark Mild Ale,6,4.333333333333333,0.40824829046386285
280,14348,1,Eisbrau Czech,Czech Pilsener,4,3.625,0.47871355387816905
281,14394,2906,Wild Wheat Ale,American Pale Wheat Ale,2,3.5,0.7071067811865476
282,14395,2906,Bugaboo Bitter,English Bitter,1,4.5,
283,14396,2906,Chek Pilsner,Czech Pilsener,3,3.5,0.8660254037844386
284,14397,2906,Lake Louise Lager,American Adjunct Lager,1,2.0,
285,14413,2446,Brown Bear Ale,English Brown Ale,9,3.7222222222222223,0.6666666666666667
286,14435,807,Hooker,English Pale Ale,4,3.375,0.4787135538781691
287,14454,395,Mephistopheles' Metamorphosis,Tripel,22,3.3636363636363638,0.8616404368553293
288,14589,2446,Indian Red Head,American Amber / Red Ale,3,3.3333333333333335,1.1547005383792515
289,14591,2446,King Karma Ale,American Pale Wheat Ale,3,3.3333333333333335,0.7637626158259733
290,14592,2446,King Coconut Porter,American Porter,14,4.25,0.37977726265637524
291,14973,3403,Nessie's Monster Mash,Scottish Ale,7,3.2857142857142856,1.1852265204432042
292,15062,5246,Special Ops IPA,American IPA,2,4.0,0.7071067811865476
293,15130,1303,Dark Mild,English Dark Mild Ale,2,4.25,0.3535533905932738
294,15131,1303,Red Breast,Extra Special / Strong Bitter (ESB),1,3.0,
295,15139,1303,Cross Buttock Ale,English Bitter,1,3.0,
296,15140,1303,Jennings Best Bitter,English Bitter,4,3.5,0.40824829046386296
297,15202,1497,Red Spot,American Amber / Red Ale,4,3.625,0.75
298,15203,1497,Hefeweizen,Hefeweizen,4,2.75,1.5000000000000002
299,15204,1497,Porter,American Porter,1,3.5,
300,15244,2098,Festivale,Old Ale,14,3.75,0.37977726265637507
301,15280,5049,Festivity,American Porter,6,4.0,0.31622776601683794
302,15291,8685,Cloverdale Ale,American Pale Ale (APA),1,3.5,
303,15292,8685,Every Day IPA,American IPA,1,4.0,
304,15339,568,Okocim Karmi,Light Lager,2,3.0,0.7071067811865476
305,15369,2464,The Cowboy Hefeweizen,Hefeweizen,2,4.0,0.7071067811865476
306,15401,2464,The Cowboy Double Barrel Barley Wine,American Barleywine,1,3.5,
307,15474,1454,Broad Ripple Lawnmower Pale Ale,American Pale Ale (APA),4,3.625,0.47871355387816905
308,15550,14,Off-(trap)Piste Belgian-Style Grand Cru,Belgian Strong Dark Ale,3,4.333333333333333,0.2886751345948129
309,15578,6513,SchorschbrÃ¤u Donner Bock,Doppelbock,6,3.5,0.7071067811865476
310,15654,3701,Weizen,Hefeweizen,1,3.5,
311,15660,1454,Wobbly Bob APA,American Pale Ale (APA),6,4.833333333333333,0.2581988897471611
312,15797,395,Old Smokey (Black Silk Smoked Porter),American Porter,1,4.0,
313,15894,2724,Code Blue,American Barleywine,5,3.9,0.22360679774997894
314,16073,1199,Founders Bad Habit Belgian Quad,Quadrupel (Quad),78,3.4358974358974357,0.770220808106411
315,16074,1199,Founders Red's Rye PA,Rye Beer,1051,4.210275927687916,0.4766240606809223
316,16079,1199,Founders Oatmeal Stout,Oatmeal Stout,26,4.153846153846154,0.579124006914422
